inst_idx,program_dir,s,num_scenarios,rank_of_true_optimum,percentile_rank_of_true_optimum
0,programs/generated/gen_0000,2,9,0,0.0
1,programs/generated/gen_0001,2,9,0,0.0
2,programs/generated/gen_0002,8,6561,1771,26.996951219512194
3,programs/generated/gen_0003,8,6561,1360,20.73170731707317
4,programs/generated/gen_0004,6,729,5,0.6868131868131868
5,programs/generated/gen_0005,6,729,248,34.065934065934066
6,programs/generated/gen_0006,8,6561,3419,52.11890243902439
7,programs/generated/gen_0007,6,729,15,2.0604395604395602
8,programs/generated/gen_0008,8,6561,1187,18.09451219512195
9,programs/generated/gen_0009,6,729,287,39.42307692307692
10,programs/generated/gen_0010,4,81,41,51.25
11,programs/generated/gen_0011,10,59049,0,0.0
12,programs/generated/gen_0012,4,81,0,0.0
13,programs/generated/gen_0013,2,9,0,0.0
14,programs/generated/gen_0014,4,81,27,33.75
15,programs/generated/gen_0015,6,729,159,21.84065934065934
16,programs/generated/gen_0016,6,729,28,3.8461538461538463
17,programs/generated/gen_0017,10,59049,28114,47.61211217992142
18,programs/generated/gen_0018,8,6561,2074,31.615853658536587
19,programs/generated/gen_0019,2,9,4,50.0
20,programs/generated/gen_0020,8,6561,2351,35.83841463414634
21,programs/generated/gen_0021,8,6561,1222,18.628048780487806
22,programs/generated/gen_0022,2,9,0,0.0
23,programs/generated/gen_0023,8,6561,2606,39.72560975609756
24,programs/generated/gen_0024,4,81,39,48.75
25,programs/generated/gen_0025,2,9,4,50.0
26,programs/generated/gen_0026,8,6561,678,10.335365853658537
27,programs/generated/gen_0027,10,59049,5097,8.63196043896491
28,programs/generated/gen_0028,4,81,23,28.75
29,programs/generated/gen_0029,10,59049,88,0.14903129657228018
30,programs/generated/gen_0030,8,6561,98,1.4939024390243902
31,programs/generated/gen_0031,4,81,0,0.0
32,programs/generated/gen_0032,2,9,4,50.0
33,programs/generated/gen_0033,8,6561,965,14.710365853658537
34,programs/generated/gen_0034,6,729,270,37.08791208791209
35,programs/generated/gen_0035,2,9,4,50.0
36,programs/generated/gen_0036,4,81,41,51.25
37,programs/generated/gen_0037,2,9,4,50.0
38,programs/generated/gen_0038,2,9,4,50.0
39,programs/generated/gen_0039,2,9,4,50.0
40,programs/generated/gen_0040,8,6561,4081,62.21036585365854
41,programs/generated/gen_0041,4,81,40,50.0
42,programs/generated/gen_0042,8,6561,3208,48.90243902439025
43,programs/generated/gen_0043,6,729,205,28.15934065934066
44,programs/generated/gen_0044,2,9,0,0.0
45,programs/generated/gen_0045,10,59049,9698,16.423926297249697
46,programs/generated/gen_0046,10,59049,3483,5.898590976832407
47,programs/generated/gen_0047,4,81,40,50.0
48,programs/generated/gen_0048,8,6561,127,1.9359756097560976
49,programs/generated/gen_0049,8,6561,1986,30.274390243902438
50,programs/generated/gen_0050,2,9,4,50.0
51,programs/generated/gen_0051,2,9,0,0.0
52,programs/generated/gen_0052,4,81,52,65.0
53,programs/generated/gen_0053,2,9,4,50.0
54,programs/generated/gen_0054,2,9,0,0.0
55,programs/generated/gen_0055,8,6561,1238,18.871951219512194
56,programs/generated/gen_0056,4,81,31,38.75
57,programs/generated/gen_0057,6,729,0,0.0
58,programs/generated/gen_0058,4,81,3,3.75
59,programs/generated/gen_0059,10,59049,9364,15.85828478525945
60,programs/generated/gen_0060,4,81,37,46.25
61,programs/generated/gen_0061,8,6561,3293,50.198170731707314
62,programs/generated/gen_0062,4,81,39,48.75
63,programs/generated/gen_0063,8,6561,2446,37.28658536585366
64,programs/generated/gen_0064,6,729,1,0.13736263736263737
65,programs/generated/gen_0065,6,729,199,27.335164835164836
66,programs/generated/gen_0066,6,729,217,29.807692307692307
67,programs/generated/gen_0067,4,81,0,0.0
68,programs/generated/gen_0068,8,6561,63,0.9603658536585366
69,programs/generated/gen_0069,6,729,260,35.714285714285715
70,programs/generated/gen_0070,10,59049,13598,23.028722395339386
71,programs/generated/gen_0071,2,9,0,0.0
72,programs/generated/gen_0072,2,9,4,50.0
73,programs/generated/gen_0073,2,9,0,0.0
74,programs/generated/gen_0074,2,9,0,0.0
75,programs/generated/gen_0075,8,6561,72,1.0975609756097562
76,programs/generated/gen_0076,8,6561,801,12.210365853658537
77,programs/generated/gen_0077,6,729,198,27.197802197802197
78,programs/generated/gen_0078,4,81,3,3.75
79,programs/generated/gen_0079,2,9,0,0.0
80,programs/generated/gen_0080,6,729,142,19.505494505494507
81,programs/generated/gen_0081,6,729,0,0.0
82,programs/generated/gen_0082,2,9,4,50.0
83,programs/generated/gen_0083,10,59049,25369,42.96335184934291
84,programs/generated/gen_0084,6,729,0,0.0
85,programs/generated/gen_0085,2,9,4,50.0
86,programs/generated/gen_0086,10,59049,506,0.856929955290611
87,programs/generated/gen_0087,2,9,4,50.0
88,programs/generated/gen_0088,10,59049,16671,28.232963013141852
89,programs/generated/gen_0089,4,81,41,51.25
90,programs/generated/gen_0090,10,59049,7787,13.187576209185748
91,programs/generated/gen_0091,4,81,32,40.0
92,programs/generated/gen_0092,4,81,30,37.5
93,programs/generated/gen_0093,6,729,205,28.15934065934066
94,programs/generated/gen_0094,6,729,15,2.0604395604395602
95,programs/generated/gen_0095,4,81,0,0.0
96,programs/generated/gen_0096,2,9,0,0.0
97,programs/generated/gen_0097,6,729,155,21.291208791208792
98,programs/generated/gen_0098,10,59049,3853,6.525199837420404
99,programs/generated/gen_0099,10,59049,9673,16.381587860723478
100,programs/generated/gen_0100,8,6561,55,0.8384146341463414
101,programs/generated/gen_0101,6,729,142,19.505494505494507
102,programs/generated/gen_0102,6,729,0,0.0
103,programs/generated/gen_0103,4,81,41,51.25
104,programs/generated/gen_0104,6,729,131,17.994505494505493
105,programs/generated/gen_0105,4,81,30,37.5
106,programs/generated/gen_0107,4,81,27,33.75
107,programs/generated/gen_0108,2,9,0,0.0
108,programs/generated/gen_0109,10,59049,33962,57.515919252133855
109,programs/generated/gen_0110,10,59049,13355,22.617192792304564
110,programs/generated/gen_0111,8,6561,1515,23.09451219512195
111,programs/generated/gen_0112,10,59049,11182,18.937135889445873
112,programs/generated/gen_0113,8,6561,1746,26.615853658536587
113,programs/generated/gen_0114,8,6561,2222,33.8719512195122
114,programs/generated/gen_0115,6,729,317,43.543956043956044
115,programs/generated/gen_0116,4,81,29,36.25
116,programs/generated/gen_0117,4,81,3,3.75
117,programs/generated/gen_0118,2,9,4,50.0
118,programs/generated/gen_0119,2,9,0,0.0
119,programs/generated/gen_0120,2,9,0,0.0
120,programs/generated/gen_0121,8,6561,2125,32.39329268292683
121,programs/generated/gen_0122,10,59049,212,0.35902994174231134
122,programs/generated/gen_0123,6,729,503,69.0934065934066
123,programs/generated/gen_0124,10,59049,511,0.8653976425958542
124,programs/generated/gen_0125,4,81,30,37.5
125,programs/generated/gen_0126,6,729,160,21.978021978021978
126,programs/generated/gen_0127,8,6561,0,0.0
127,programs/generated/gen_0128,6,729,129,17.71978021978022
128,programs/generated/gen_0129,6,729,0,0.0
129,programs/generated/gen_0130,2,9,4,50.0
130,programs/generated/gen_0131,10,59049,510,0.8637041051348056
131,programs/generated/gen_0132,4,81,39,48.75
132,programs/generated/gen_0133,4,81,3,3.75
133,programs/generated/gen_0134,10,59049,12992,22.00243869394391
134,programs/generated/gen_0135,8,6561,2962,45.15243902439025
135,programs/generated/gen_0136,6,729,0,0.0
136,programs/generated/gen_0137,4,81,0,0.0
137,programs/generated/gen_0138,8,6561,1374,20.945121951219512
138,programs/generated/gen_0139,10,59049,12667,21.452039019103104
139,programs/generated/gen_0140,8,6561,764,11.646341463414634
140,programs/generated/gen_0141,2,9,4,50.0
141,programs/generated/gen_0142,6,729,19,2.60989010989011
142,programs/generated/gen_0143,4,81,30,37.5
143,programs/generated/gen_0144,2,9,4,50.0
144,programs/generated/gen_0145,6,729,248,34.065934065934066
145,programs/generated/gen_0146,10,59049,36866,62.433952039019104
146,programs/generated/gen_0147,6,729,142,19.505494505494507
147,programs/generated/gen_0148,6,729,439,60.3021978021978
148,programs/generated/gen_0149,4,81,52,65.0
149,programs/generated/gen_0150,2,9,4,50.0
150,programs/generated/gen_0151,8,6561,124,1.8902439024390243
151,programs/generated/gen_0152,6,729,191,26.236263736263737
152,programs/generated/gen_0153,8,6561,119,1.8140243902439024
153,programs/generated/gen_0154,4,81,30,37.5
154,programs/generated/gen_0155,8,6561,1788,27.25609756097561
155,programs/generated/gen_0156,8,6561,2039,31.08231707317073
156,programs/generated/gen_0157,8,6561,1,0.01524390243902439
157,programs/generated/gen_0158,10,59049,25215,42.70254708034142
158,programs/generated/gen_0159,8,6561,919,14.009146341463415
159,programs/generated/gen_0160,2,9,0,0.0
160,programs/generated/gen_0161,6,729,329,45.19230769230769
161,programs/generated/gen_0162,4,81,0,0.0
162,programs/generated/gen_0163,8,6561,814,12.408536585365853
163,programs/generated/gen_0164,4,81,30,37.5
164,programs/generated/gen_0165,6,729,142,19.505494505494507
165,programs/generated/gen_0166,4,81,3,3.75
166,programs/generated/gen_0167,10,59049,9694,16.4171521474055
167,programs/generated/gen_0168,2,9,2,25.0
168,programs/generated/gen_0169,8,6561,1382,21.067073170731707
169,programs/generated/gen_0170,8,6561,1960,29.878048780487806
170,programs/generated/gen_0171,8,6561,830,12.652439024390244
171,programs/generated/gen_0172,4,81,14,17.5
172,programs/generated/gen_0173,2,9,4,50.0
173,programs/generated/gen_0174,4,81,30,37.5
174,programs/generated/gen_0175,8,6561,168,2.5609756097560976
175,programs/generated/gen_0176,4,81,27,33.75
176,programs/generated/gen_0177,10,59049,0,0.0
177,programs/generated/gen_0178,2,9,4,50.0
178,programs/generated/gen_0179,6,729,0,0.0
179,programs/generated/gen_0180,10,59049,510,0.8637041051348056
180,programs/generated/gen_0181,4,81,40,50.0
181,programs/generated/gen_0182,10,59049,6810,11.532990109741228
182,programs/generated/gen_0183,6,729,147,20.192307692307693
183,programs/generated/gen_0184,4,81,53,66.25
184,programs/generated/gen_0185,6,729,332,45.604395604395606
185,programs/generated/gen_0186,2,9,4,50.0
186,programs/generated/gen_0187,2,9,0,0.0
187,programs/generated/gen_0188,8,6561,2475,37.728658536585364
188,programs/generated/gen_0189,4,81,27,33.75
189,programs/generated/gen_0190,4,81,26,32.5
190,programs/generated/gen_0191,6,729,168,23.076923076923077
191,programs/generated/gen_0192,8,6561,890,13.567073170731707
192,programs/generated/gen_0193,4,81,33,41.25
193,programs/generated/gen_0194,4,81,29,36.25
194,programs/generated/gen_0195,4,81,45,56.25
195,programs/generated/gen_0196,4,81,52,65.0
196,programs/generated/gen_0197,10,59049,13535,22.92202953529332
197,programs/generated/gen_0198,10,59049,9227,15.626270153095787
198,programs/generated/gen_0199,4,81,16,20.0
199,programs/generated/gen_0200,4,81,33,41.25
200,programs/generated/gen_0201,8,6561,1536,23.414634146341463
201,programs/generated/gen_0202,2,9,4,50.0
202,programs/generated/gen_0203,2,9,0,0.0
203,programs/generated/gen_0204,10,59049,28234,47.81533667524726
204,programs/generated/gen_0205,6,729,179,24.587912087912088
205,programs/generated/gen_0206,4,81,31,38.75
206,programs/generated/gen_0207,4,81,40,50.0
207,programs/generated/gen_0208,10,59049,25583,43.325768866007316
208,programs/generated/gen_0209,2,9,4,50.0
209,programs/generated/gen_0210,2,9,4,50.0
210,programs/generated/gen_0211,6,729,167,22.939560439560438
211,programs/generated/gen_0212,2,9,4,50.0
212,programs/generated/gen_0213,2,9,0,0.0
213,programs/generated/gen_0214,4,81,30,37.5
214,programs/generated/gen_0215,10,59049,15385,26.0550738382333
215,programs/generated/gen_0216,8,6561,1510,23.01829268292683
216,programs/generated/gen_0217,6,729,205,28.15934065934066
217,programs/generated/gen_0218,2,9,4,50.0
218,programs/generated/gen_0219,8,6561,1222,18.628048780487806
219,programs/generated/gen_0220,10,59049,9785,16.571264056360928
220,programs/generated/gen_0221,4,81,37,46.25
221,programs/generated/gen_0222,6,729,338,46.42857142857143
222,programs/generated/gen_0223,2,9,0,0.0
223,programs/generated/gen_0224,4,81,39,48.75
224,programs/generated/gen_0225,6,729,0,0.0
225,programs/generated/gen_0226,10,59049,0,0.0
226,programs/generated/gen_0227,6,729,221,30.357142857142858
227,programs/generated/gen_0228,6,729,157,21.565934065934066
228,programs/generated/gen_0229,6,729,127,17.445054945054945
229,programs/generated/gen_0230,10,59049,9663,16.36465248611299
230,programs/generated/gen_0231,6,729,364,50.0
231,programs/generated/gen_0232,8,6561,2007,30.59451219512195
232,programs/generated/gen_0233,8,6561,1071,16.326219512195124
233,programs/generated/gen_0234,4,81,0,0.0
234,programs/generated/gen_0235,10,59049,882,1.493700040644899
235,programs/generated/gen_0236,8,6561,845,12.88109756097561
236,programs/generated/gen_0237,8,6561,1994,30.396341463414632
237,programs/generated/gen_0238,4,81,37,46.25
238,programs/generated/gen_0239,10,59049,10147,17.184324617260533
239,programs/generated/gen_0240,10,59049,3832,6.489635550738383
240,programs/generated/gen_0241,2,9,4,50.0
241,programs/generated/gen_0242,2,9,0,0.0
242,programs/generated/gen_0243,8,6561,1238,18.871951219512194
243,programs/generated/gen_0244,2,9,4,50.0
244,programs/generated/gen_0245,4,81,15,18.75
245,programs/generated/gen_0246,8,6561,0,0.0
246,programs/generated/gen_0247,6,729,379,52.06043956043956
247,programs/generated/gen_0248,6,729,252,34.61538461538461
248,programs/generated/gen_0249,8,6561,1563,23.826219512195124
249,programs/generated/gen_0251,6,729,0,0.0
250,programs/generated/gen_0252,8,6561,2218,33.8109756097561
251,programs/generated/gen_0253,10,59049,516,0.8738653299010974
252,programs/generated/gen_0254,8,6561,0,0.0
253,programs/generated/gen_0255,2,9,0,0.0
254,programs/generated/gen_0256,10,59049,3429,5.807139953935781
255,programs/generated/gen_0257,2,9,0,0.0
256,programs/generated/gen_0258,10,59049,20526,34.76154992548435
257,programs/generated/gen_0259,8,6561,1708,26.036585365853657
258,programs/generated/gen_0260,10,59049,353,0.5978187237501693
259,programs/generated/gen_0261,4,81,24,30.0
260,programs/generated/gen_0262,8,6561,1502,22.896341463414632
261,programs/generated/gen_0263,10,59049,0,0.0
262,programs/generated/gen_0264,4,81,3,3.75
263,programs/generated/gen_0265,2,9,4,50.0
264,programs/generated/gen_0266,4,81,30,37.5
265,programs/generated/gen_0267,2,9,0,0.0
266,programs/generated/gen_0268,2,9,4,50.0
267,programs/generated/gen_0269,4,81,3,3.75
268,programs/generated/gen_0270,8,6561,2016,30.73170731707317
269,programs/generated/gen_0271,6,729,415,57.005494505494504
270,programs/generated/gen_0272,4,81,40,50.0
271,programs/generated/gen_0273,2,9,1,12.5
272,programs/generated/gen_0274,4,81,0,0.0
273,programs/generated/gen_0275,6,729,346,47.527472527472526
274,programs/generated/gen_0276,8,6561,1222,18.628048780487806
275,programs/generated/gen_0277,4,81,6,7.5
276,programs/generated/gen_0278,6,729,260,35.714285714285715
277,programs/generated/gen_0279,4,81,0,0.0
278,programs/generated/gen_0280,8,6561,1520,23.170731707317074
279,programs/generated/gen_0281,6,729,281,38.5989010989011
280,programs/generated/gen_0282,4,81,20,25.0
281,programs/generated/gen_0283,6,729,500,68.68131868131869
282,programs/generated/gen_0284,10,59049,18392,31.147540983606557
283,programs/generated/gen_0285,10,59049,28521,48.30138192656822
284,programs/generated/gen_0286,2,9,4,50.0
285,programs/generated/gen_0287,8,6561,1562,23.8109756097561
286,programs/generated/gen_0288,4,81,30,37.5
287,programs/generated/gen_0289,6,729,14,1.9230769230769231
288,programs/generated/gen_0290,2,9,0,0.0
289,programs/generated/gen_0291,6,729,260,35.714285714285715
290,programs/generated/gen_0292,4,81,40,50.0
291,programs/generated/gen_0293,8,6561,127,1.9359756097560976
292,programs/generated/gen_0294,8,6561,1554,23.6890243902439
293,programs/generated/gen_0295,4,81,25,31.25
294,programs/generated/gen_0296,6,729,97,13.324175824175825
295,programs/generated/gen_0297,6,729,338,46.42857142857143
296,programs/generated/gen_0298,2,9,0,0.0
297,programs/generated/gen_0299,10,59049,2456,4.159328004335456
298,programs/generated/gen_0300,4,81,30,37.5
299,programs/generated/gen_0301,10,59049,5951,10.078241430700448
300,programs/generated/gen_0302,6,729,147,20.192307692307693
301,programs/generated/gen_0303,8,6561,6,0.09146341463414634
302,programs/generated/gen_0304,8,6561,1966,29.96951219512195
303,programs/generated/gen_0305,2,9,0,0.0
304,programs/generated/gen_0306,2,9,0,0.0
305,programs/generated/gen_0307,10,59049,22085,37.40177482725918
306,programs/generated/gen_0308,8,6561,0,0.0
307,programs/generated/gen_0309,6,729,238,32.69230769230769
308,programs/generated/gen_0310,4,81,27,33.75
309,programs/generated/gen_0311,8,6561,2220,33.84146341463415
310,programs/generated/gen_0312,8,6561,1072,16.341463414634145
311,programs/generated/gen_0313,6,729,248,34.065934065934066
312,programs/generated/gen_0314,4,81,40,50.0
313,programs/generated/gen_0315,6,729,0,0.0
314,programs/generated/gen_0316,4,81,39,48.75
315,programs/generated/gen_0317,10,59049,14356,24.312423790814254
316,programs/generated/gen_0318,2,9,0,0.0
317,programs/generated/gen_0319,8,6561,2111,32.17987804878049
318,programs/generated/gen_0320,10,59049,5871,9.942758433816556
319,programs/generated/gen_0321,2,9,0,0.0
320,programs/generated/gen_0322,10,59049,9207,15.592399403874813
321,programs/generated/gen_0323,4,81,39,48.75
322,programs/generated/gen_0324,6,729,5,0.6868131868131868
323,programs/generated/gen_0325,8,6561,1538,23.445121951219512
324,programs/generated/gen_0326,10,59049,11062,18.73391139412004
325,programs/generated/gen_0327,6,729,466,64.01098901098901
326,programs/generated/gen_0328,2,9,0,0.0
327,programs/generated/gen_0329,6,729,287,39.42307692307692
328,programs/generated/gen_0330,10,59049,5955,10.085015580544642
329,programs/generated/gen_0331,2,9,0,0.0
330,programs/generated/gen_0332,10,59049,5172,8.758975748543557
331,programs/generated/gen_0333,10,59049,2323,3.934087522015987
332,programs/generated/gen_0334,2,9,4,50.0
333,programs/generated/gen_0335,2,9,0,0.0
334,programs/generated/gen_0336,4,81,46,57.5
335,programs/generated/gen_0337,10,59049,22099,37.42548435171386
336,programs/generated/gen_0338,4,81,33,41.25
337,programs/generated/gen_0339,6,729,185,25.412087912087912
338,programs/generated/gen_0340,8,6561,63,0.9603658536585366
339,programs/generated/gen_0341,2,9,4,50.0
340,programs/generated/gen_0342,4,81,28,35.0
341,programs/generated/gen_0343,8,6561,2174,33.140243902439025
342,programs/generated/gen_0344,6,729,303,41.620879120879124
343,programs/generated/gen_0345,6,729,240,32.967032967032964
344,programs/generated/gen_0346,10,59049,0,0.0
345,programs/generated/gen_0347,4,81,42,52.5
346,programs/generated/gen_0348,6,729,36,4.945054945054945
347,programs/generated/gen_0349,10,59049,11509,19.49092263920878
348,programs/generated/gen_0350,4,81,7,8.75
349,programs/generated/gen_0351,6,729,138,18.956043956043956
350,programs/generated/gen_0352,4,81,21,26.25
351,programs/generated/gen_0353,2,9,0,0.0
352,programs/generated/gen_0354,2,9,0,0.0
353,programs/generated/gen_0355,2,9,0,0.0
354,programs/generated/gen_0356,4,81,30,37.5
355,programs/generated/gen_0357,8,6561,2659,40.53353658536585
356,programs/generated/gen_0358,8,6561,1509,23.003048780487806
357,programs/generated/gen_0359,2,9,0,0.0
358,programs/generated/gen_0360,10,59049,7772,13.162173147270018
359,programs/generated/gen_0361,6,729,136,18.681318681318682
360,programs/generated/gen_0362,10,59049,12915,21.872036309443164
361,programs/generated/gen_0363,2,9,0,0.0
362,programs/generated/gen_0364,2,9,4,50.0
363,programs/generated/gen_0365,8,6561,1218,18.567073170731707
364,programs/generated/gen_0366,2,9,4,50.0
365,programs/generated/gen_0367,6,729,171,23.48901098901099
366,programs/generated/gen_0368,6,729,206,28.296703296703296
367,programs/generated/gen_0369,4,81,40,50.0
368,programs/generated/gen_0370,6,729,0,0.0
369,programs/generated/gen_0371,2,9,4,50.0
370,programs/generated/gen_0372,2,9,0,0.0
371,programs/generated/gen_0373,8,6561,2162,32.957317073170735
372,programs/generated/gen_0374,8,6561,1215,18.521341463414632
373,programs/generated/gen_0375,6,729,187,25.686813186813186
374,programs/generated/gen_0376,4,81,22,27.5
375,programs/generated/gen_0377,4,81,31,38.75
376,programs/generated/gen_0378,4,81,39,48.75
377,programs/generated/gen_0379,2,9,0,0.0
378,programs/generated/gen_0380,10,59049,9681,16.39513616041187
379,programs/generated/gen_0381,10,59049,25026,42.382468500203224
380,programs/generated/gen_0382,2,9,4,50.0
